id,year,date_start,country,region,conflict_name,dyad_name,side_a,side_b,where_description,latitude,longitude,deaths_a,deaths_b,deaths_civilians,best,type_of_violence,source_headline
625254,2026,2026-03-09,Israel,Middle East,Iran - Israel,Government of Iran - Government of Israel,Government of Iran,Government of Israel,"central Israel, yehud",32.031959,34.890748,0,0,1,1,1,"ONE PERSON KILLED IN CENTRAL ISRAEL FOLLOWING MISSILE FIRE TOWARDS THE
COUNTRY - AMBULANCE SERVICE;Blasts rock central Israel after Iran missiles detected;One killed by shrapnel in Israel after Iran fires missiles: first responders;Shrapnel kills man in Israel after Iran fires missiles: rescuers;About half of Iran's missiles fired at Israel were cluster munitions, IDF says"
624734,2026,2026-03-09,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Jouaya town,33.239722,35.331944,0,0,0,4,1,"National News Agency: Martyrs, wounded, and widespread destruction in dawn raids on towns in the districts of Tyre and Bint Jbeil"
624782,2026,2026-03-09,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Qlayaa,33.197816,35.223716,0,0,1,1,1,Israeli fire kills priest in south Lebanon's Qlayaa
624781,2026,2026-03-09,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Beirut's southern suburbs,33.871944,35.509722,0,0,0,1,1,Israel strikes Hezbollah-linked financial firm after warning
626631,2026,2026-03-08,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Joya in south Lebanon,33.239722,35.331944,0,1,0,1,1,Spotlight on Terrorism – March 2026
624744,2026,2026-03-08,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Aytit town,33.22754,35.30647,0,0,0,3,1,Three martyrs and several wounded in the raid on a house in Aytit
620275,2026,2026-03-08,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,"Al-Katiba area, west of Gaza City",31.516667,34.45,0,3,1,4,1,"Martyrs and wounded in Israeli raids west of Gaza City;Eight martyrs in an Israeli airstrike targeting a vehicle on Salah al-Din Street in the central Gaza Strip;Israel Escalates Killings and Siege in Gaza as Part of Ongoing Genocidal Acts;Israeli strike kills two Palestinians in a car in Gaza, medics say;UPDATE 3-Israeli air and tank strikes kills six Palestinians in Gaza, medics say;Two brothers martyred in Israeli bombing east of Gaza"
625240,2026,2026-03-08,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,,31.447656,34.392875,0,0,2,2,1,"Seven Palestinians killed in IDF attacks in Gaza on Sunday, health ministry says;UPDATE 3-Israeli air and tank strikes kills six Palestinians in Gaza, medics say"
625187,2026,2026-03-08,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",in and near the Iranian capital,35.696111,51.423056,0,0,0,4,1,"US, Israel hit five oil sites in and near Tehran: official"
624758,2026,2026-03-08,Saudi Arabia,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Al-Kharj city,25.0,45.0,0,0,3,3,1,"Two killed, 12 injured after projectile fell on residential location in Saudi Arabia;Bangladesh media highlights 10 Mar 26
CR 	Source: BBC Monitoring in Bengali 10 Mar 26;Bangladesh media highlights 19 Mar 26
CR 	Source: BBC Monitoring in Bengali 19 Mar 26;Two killed in Saudi Arabia after ‘projectile’ falls on residential building;Bangladesh media highlights 19 Mar 26

CR 

Source: BBC Monitoring in Bengali 19 Mar 26"
625212,2026,2026-03-08,Israel,Middle East,XXX666 - XXX666,XXX666 - XXX666,XXX666,XXX666,northern city of Nazareth,32.701944,35.303333,0,0,0,1,2,"Iran war rages, but killings continue: Arab Israeli shot dead in Nazareth"
624211,2026,2026-03-08,Syria,Middle East,Syria: Islamic State,Government of Syria - IS,Government of Syria,IS,Al-Subha in Deir Ezzor countryside,35.297918,40.236533,1,0,0,1,1,After being reported by SOHR | IS*IS claims responsibility for attack targeting traffic policeman in Al-Subhah desert in Deir Ezzor countryside
620416,2026,2026-03-08,Iraq,Middle East,Iran: Kurdistan,Government of Iran - PAK,Government of Iran,PAK,Zirgwêz,35.406751,45.466035,0,1,0,1,1,6 attacks were carried out in Sulaymaniyah;6 new attacks reported in Sulaymaniyah;Iran drone attack on Kurdistan Region leaves one opposition Peshmerga dead
620447,2026,2026-03-08,Iraq,Middle East,Iran: Kurdistan,Government of Iran - PAK,Government of Iran,PAK,Erbil airport,36.192573,44.01062,0,0,1,1,1,"One person was killed and 3 were injured in the attack in Erbil;Attack in Erbil: One person dead, 3 injured"
624745,2026,2026-03-08,Lebanon,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Raouche area of ​​Beirut (Ramada hotel),33.871944,35.509722,5,0,0,5,1,Four people were killed in an Israeli airstrike that targeted an apartment inside the Ramada Hotel in Raouche at dawn today.;Israel says killed 5 Iran Guards commanders in Beirut hotel strike;Iran says four of its diplomats were killed in weekend strike on Beirut hotel;Spotlight on Terrorism – March 2026
624757,2026,2026-03-08,Kuwait,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Kuwait International Airport,29.369722,47.978333,0,0,0,2,1,"Two Kuwait fire officers killed 'while performing duties,' Fire Force says;Kuwait says two border security officers killed on duty

CR 

Source: X (formerly Twitter) in Arabic 0330 GMT 8 Mar 26"
624738,2026,2026-03-08,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Tibnin in the Bint Jbeil district,33.195,35.405,0,0,0,2,1,Health Emergency Operations Center: Two martyrs and six wounded as a result of the Israeli raid on Tibnin
624739,2026,2026-03-08,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,archaeological site in the city of Tyre,33.27333,35.19389,0,0,0,8,1,Ministry of Health: 8 martyrs as a result of the Israeli raid on the archaeological site in the city of Tyre
624740,2026,2026-03-08,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Sir al-Gharbiya in the Nabatieh district,33.320852,35.367327,0,0,0,10,1,"Ministry of Health: 10 martyrs and 6 wounded in the raid on Sir al-Gharbiya, and one martyr and 10 wounded in the raid on Ain al-Hilweh camp"
624741,2026,2026-03-08,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Ain al-Hilweh camp in the city of Sidon,33.543611,35.378056,0,0,0,1,1,"Ministry of Health: 10 martyrs and 6 wounded in the raid on Sir al-Gharbiya, and one martyr and 10 wounded in the raid on Ain al-Hilweh camp"
624742,2026,2026-03-08,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Alma al-Shaab in the Tyre district,33.104007,35.178282,0,0,1,1,1,A martyr as a result of an Israeli raid on Alma al-Shaab in southern Lebanon
624743,2026,2026-03-08,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,southern Lebanon,33.197668,35.355287,2,0,0,2,1,"Israeli army: Two soldiers, one from the engineering corps, were killed in the bombing of a D9 bulldozer in southern Lebanon."
624212,2026,2026-03-08,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,Al-Sabil neighbourhood in Aleppo City,36.201241,37.161173,0,0,4,4,3,Preparations for return of Afrin residents | Family from Afrin kil*led inside its house in Al-Sabil in Aleppo
625186,2026,2026-03-07,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",areas of Isfahan city and seven other cities in the province,32.6577,51.6692,0,0,8,8,1,Iran official says eight killed in strikes on country's centre
624216,2026,2026-03-07,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,Bab Al-Sibaa neighbourhood,34.726818,36.723391,0,0,2,2,3,Horrific crime | Uncertainty surrounds death of two Alawite young men in Homs city
624756,2026,2026-03-07,United Arab Emirates,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Al Barsha area,25.258172,55.304717,0,0,1,1,1,One person killed in Dubai by debris from aerial interception: authorities
624214,2026,2026-03-07,Syria,Middle East,XXX652,XXX652 - XXX652,XXX652,XXX652,Al-Latamna area in Hama countryside,35.32149,36.62292,0,1,0,1,1,Suspect blows himself up | Clashes erupt following security campaign in Al-Latamna in Hama
625250,2026,2026-03-07,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,Khan Yunis,31.344444,34.303056,0,0,1,1,1,"Seven Palestinians killed in IDF attacks in Gaza on Sunday, health ministry says"
620271,2026,2026-03-07,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,"Khan Younis city, south of the Gaza Strip.",31.344444,34.303056,0,1,0,1,1,The occupation continues its violations: A martyr and his daughter seriously injured in the bombing of a house in Khan Younis amidst raids and artillery shelling.;Two brothers martyred in Israeli bombing east of Gaza
626415,2026,2026-03-07,Iraq,Middle East,XXX645,"Government of Iraq - Government of Israel, Government of United States of America",Government of Iraq,"Government of Israel, Government of United States of America",Iraq's northern province of Nineveh,36.320901,42.074798,1,0,0,1,1,One fighter killed in strikes on Iraq's Hashed al-Shaabi;Iraq's paramilitary member killed in unidentified airstrikes
626530,2026,2026-03-07,Iraq,Middle East,Iran: Kurdistan,Government of Iran - PAK,Government of Iran,PAK,,35.55,45.416667,0,1,0,1,1,"ONE KILLED, TWO WOUNDED IN AN ATTACK ON IRANIAN KURDISH OPPOSITION CAMP
EAST OF IRAQ'S SULAYMANIYAH -SECURITY SOURCES"
620269,2026,2026-03-07,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,town of Nabi Sheet in the Bekaa region,33.87306,36.11167,0,0,0,26,1,26 martyrs in a series of Israeli raids in eastern Lebanon
624779,2026,2026-03-07,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Shmistar in the Baalbek district,33.964444,36.0225,0,1,5,6,1,"Israeli strike on town in east Lebanon kills 6, including 4 children: ministry;Spotlight on Terrorism – March 2026;The Israeli occupation killed Dr. Mustafa al-Zein and his wife Fatima Ghusn and their children Ahmed, Mahdi, Amir, and Zainab, in an airstrike on the town of Shumshtar, this morning."
624780,2026,2026-03-07,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Kfar Rumman,33.386175,35.496605,0,0,0,2,1,Israeli strikes on south Lebanon kill eight: ministry
626629,2026,2026-03-07,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Harouf in south Lebanon,33.37472,35.44194,0,1,0,1,1,Spotlight on Terrorism – March 2026
624746,2026,2026-03-07,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Khirbet Selm in the Bint Jbeil district,33.22931,35.42407,0,0,0,6,1,Health Ministry: Six citizens killed and five others wounded in Khirbet Selm
624218,2026,2026-03-06,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,Dimas Housing in Rif Dimashq,33.586666,36.088698,0,0,1,1,3,Security vacuum | Body of Alawite young man found in Dimas Housing in Rif Dimashq
620276,2026,2026-03-06,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,"Beit Lahia, in the northern Gaza Strip .",31.546397,34.495142,0,0,0,1,1,Martyrs and wounded in Israeli raids west of Gaza City
620264,2026,2026-03-06,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,Beit Lahia project in the northern Gaza Strip.,31.546397,34.495142,0,0,1,1,1,A child was killed by Israeli occupation forces in the northern Gaza Strip.
625185,2026,2026-03-06,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",city of Shiraz,29.608533,52.545822,0,0,20,20,1,Iranian official says 20 people killed in strikes on Shiraz
620261,2026,2026-03-06,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,"Salah al-Din Street in the Shuja'iyya neighborhood, east of Gaza City,",31.516667,34.45,0,0,0,1,1,Martyr killed by Israeli occupation forces east of Gaza
624215,2026,2026-03-06,Syria,Middle East,Syria: Islamic State,Government of Syria - IS,Government of Syria,IS,Al-Saharah town in the western countryside of Aleppo,36.25,37.616667,1,0,0,1,1,ISIS claims responsibility for attack targeting member of Defence Ministry in western Aleppo
620262,2026,2026-03-06,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,city of Sidon in southern Lebanon,33.559932,35.375636,0,0,0,5,1,"Five martyrs in an Israeli raid on Sidon, southern Lebanon"
620268,2026,2026-03-06,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,town of Nabi Sheet in the Bekaa Governorate,33.87306,36.11167,0,0,0,26,1,Thirteen citizens were martyred as the occupation's raids on Lebanon continued.;Israeli strikes on east Lebanon kill at least nine: Lebanese ministry;Death toll from Israeli strikes on east Lebanon town rises to 16: ministry;26 killed as Hezbollah says it repelled Israeli commando landing in eastern Lebanon
624217,2026,2026-03-06,Syria,Middle East,Syria: Islamic State,Government of Syria - IS,Government of Syria,IS,road between Aleppo and Al-Bab Cities,36.369722,37.514925,2,0,0,2,1,IS*IS resurgence | IS*IS claims responsibility for kil*ling two members of Syrian army in attack in Aleppo
620267,2026,2026-03-06,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Bir Hassan area of ​​Beirut,33.871944,35.509722,0,0,0,1,1,Thirteen citizens were martyred as the occupation's raids on Lebanon continued.
620266,2026,2026-03-06,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,southern suburbs of Beirut,33.871944,35.509722,0,0,0,1,1,Thirteen citizens were martyred as the occupation's raids on Lebanon continued.
624778,2026,2026-03-06,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Majdal Selm in the Marjayoun district,33.223409,35.468941,0,0,9,9,1,Israeli strikes across Lebanon kill at least 17 as violence escalates
624777,2026,2026-03-06,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,ancient city of Tyre,33.27333,35.19389,0,0,0,1,1,Israel strikes Lebanon's ancient city of Tyre: state media
624747,2026,2026-03-05,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Zahle -Karak highway,33.84675,35.90203,0,1,0,2,1,"The security forces mourned First Sergeant Ali Qassem Mazloum, who was killed in an Israeli raid in Zahle.;Health Ministry: Israeli enemy raid targeting a car in Karak resulted in the martyrdom of two people and the injury of citizens."
624748,2026,2026-03-05,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Labaya in the Western Bekaa,33.4825,35.723889,0,0,0,2,1,Ministry of Health: Two martyrs and three wounded as a result of the Israeli raid on a house in the town of Labaya
624776,2026,2026-03-05,Lebanon,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,"Beddawi, a Palestinian refugee camp near Tripoli",34.447899,35.864361,0,1,1,2,1,Lebanese state media says Israeli strike kills Hamas official;Spotlight on Terrorism – March 2026
624751,2026,2026-03-05,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Al-Kafour village,33.400324,35.453063,0,0,2,2,1,The mayor of Al-Kafour and his wife were killed in the dawn raid on the town.
624750,2026,2026-03-05,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Zawtar al-Sharqiya,33.325833,35.476111,0,0,4,4,1,A family of four was killed in an Israeli airstrike that targeted their home in Zawtar al-Sharqiya.
624749,2026,2026-03-05,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Mashghara in the Western Bekaa,33.528056,35.651667,0,0,2,4,1,"Ministry of Health: Four citizens, including two children, were killed and a woman was injured in the Israeli raid on a house in Mashghara."
626403,2026,2026-03-04,Iraq,Middle East,XXX645,"Government of Iraq - Government of Israel, Government of United States of America",Government of Iraq,"Government of Israel, Government of United States of America","BETWEEN KARBALA,NAJAF",32.241397,43.990121,1,0,0,1,1,"IRAQ JOINT OPERATIONS COMMAND: AIR STRIKE AND GUNFIRE TARGETING OUR
FORCES BETWEEN KARBALA, NAJAF KILL ONE SOLDIER AND WOUND TWO;Unidentified strike kills Iraqi soldier, wounds 2 in central Iraq"
620415,2026,2026-03-04,Iraq,Middle East,Iran: Kurdistan,Government of Iran - PAK,Government of Iran,PAK,town of Degele in Erbil province,36.180106,44.382111,1,0,0,1,1,"PAK headquarters in Erbil attacked;PAK headquarters in Erbil targeted once again;Rocket fired at Iranian Kurdish fighters in Iraq, one killed: exiled group source;Exiled Kurd group says Iran conducted deadly strike on fighters in Iraq;Exiled Kurd group says Iran conducted deadly strike on fighters in Iraq"
620260,2026,2026-03-04,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,"in Khan Younis, southern Gaza Strip.",31.344444,34.303056,0,0,0,1,1,A martyr killed by Israeli occupation forces in Khan Younis
625183,2026,2026-03-04,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",,32.0,53.0,1,0,0,1,1,US says it killed leader of unit that tried to assassinate Trump
624775,2026,2026-03-04,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,BAALBEK,34.01,36.22,0,0,0,4,1,SEVERAL PEOPLE KILLED IN ISRAELI AIRSTRIKE ON RESIDENTIAL BUILDING IN EASTERN LEBANESE CITY OF BAALBEK -STATE NEWS AGENCY;Lebanese state media reports 4 killed in Israeli strike on east Lebanon building
624754,2026,2026-03-04,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Aramoun and Saadiyat in Mount Lebanon,33.695523,35.429057,0,0,0,3,1,Ministry of Health: 6 martyrs and 8 wounded as a result of the Israeli attack on Aramoun and Saadiyat in Mount Lebanon
624753,2026,2026-03-04,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Aramoun and Saadiyat in Mount Lebanon,33.759722,35.519722,0,0,0,3,1,Ministry of Health: 6 martyrs and 8 wounded as a result of the Israeli attack on Aramoun and Saadiyat in Mount Lebanon
624221,2026,2026-03-04,Syria,Middle East,XXX652 - Civilians,XXX652 - Civilians,XXX652,Civilians,Bait Jinn Village in Ras Al-Naba’a area,33.314368,35.877844,0,0,1,1,3,Hours after being reported missing | Body of student found in Rif Dimashq in mysterious circumstances
624752,2026,2026-03-04,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,airport road,33.871944,35.509722,0,1,0,3,1,Ministry of Health: 3 martyrs and 7 wounded in the two Israeli raids on the airport road;Israeli army: We targeted a Hezbollah operative in the Beirut area;Spotlight on Terrorism – March 2026
626410,2026,2026-03-04,Iraq,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",south of Baghdad,33.133333,44.25,0,0,0,1,1,Airstrike kills Iran-aligned militia commander south of Baghdad – police sources
621096,2026,2026-03-03,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Tehran,35.696111,51.423056,1,0,0,1,1,1st LD Writethru: Senior Quds Force official killed in Israeli airstrike in Iran: report
620259,2026,2026-03-03,Israel,Middle East,Israel: Palestine,Government of Israel - Hamas,Government of Israel,Hamas,"Al-Satar Al-Sharqi area, north of Khan Younis city, south of the Gaza Strip",31.344444,34.303056,0,0,0,1,1,A martyr killed by Israeli occupation forces in Khan Younis
624774,2026,2026-03-03,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Qabrikha,33.2525,35.46528,0,0,0,2,1,2 killed in Israeli strike on S. Lebanon as Hezbollah claims drone downed
624755,2026,2026-03-03,Kuwait,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",,29.369722,47.978333,0,0,1,1,1,"Kuwait health ministry says girl, 11, killed by falling shrapnel;Heartbreak in Kuwait as Iranian girl, 11, killed in Iran attack


AU 


Khaled Salem"
625341,2026,2026-03-02,Iraq,Middle East,XXX645 - Civilians,XXX645 - Civilians,XXX645,Civilians,Baghdad,33.340582,44.400876,0,0,1,1,3,"Iraq: Prominent Women’s Rights Activist Assassinated;Yanar Mohammed, 65, Iraqi Women’s Rights Advocate, Is Killed by Gunmen;Gunmen kill prominent Iraqi rights activist in Baghdad;Iraqi women's rights activist shot dead in Baghdad"
621092,2026,2026-03-02,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Sanandaj,35.314444,46.992222,0,0,3,3,1,Three killed in strikes on Iran's west: state media
624225,2026,2026-03-02,Syria,Middle East,Syria: Islamic State,Government of Syria - IS,Government of Syria,IS,Al-Ma’abar road in Al-Raaiy City in northern Aleppo countryside,36.61206,37.446828,2,0,0,2,1,IS*IS resurgence | Two members of Ministry of Defence assas*sinated by gunmen suggested to belong to IS*IS in Al-Raaiy City
625357,2026,2026-03-02,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Tehran,35.696111,51.423056,0,0,0,1,1,China mourns death of one Chinese national in Tehran military conflict: FM spokesperson
622618,2026,2026-03-02,Bahrain,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Port of Bahrain,26.0,50.55,0,0,1,1,1,One dead as ship in Bahrain port struck by 'unknown projectiles'
622619,2026,2026-03-02,Kuwait,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",,29.3375,47.6581,0,0,0,2,1,Kuwait military says navy sergeant killed while on duty;Kuwait says two navy soldiers killed
624231,2026,2026-03-02,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Lebanon,33.8333,35.8333,0,0,0,470,1,Ministry of Health: 1318 martyrs and 3935 injured as a result of the Israeli aggression since March 2
626639,2026,2026-03-02,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Beirut,33.871944,35.509722,0,1,0,1,1,Spotlight on Terrorism – March 2026
620256,2026,2026-03-02,Israel,Middle East,Israeli settlers - Palestinian insurgents,Israeli settlers - Palestinian insurgents,Israeli settlers,Palestinian insurgents,"village of Qaryut, south of Nablus.",32.07004,35.29432,0,2,0,2,2,"Two martyrs and three injuries from settler gunfire in Qaryut, south of Nablus ;Under cover of the war with Iran: Settler militias are increasing their lethal shooting of Palestinians as part of the ethnic cleansing in the West Bank;A settler in military uniform shot and killed two Palestinian brothers as part of a settler attack on the village of Qaryut, Nablus District;Palestinian officials: Two killed, three wounded by Israeli settler shooting"
626619,2026,2026-03-02,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,,33.8333,35.8333,0,255,0,255,1,Spotlight on Terrorism – March 2026
621094,2026,2026-03-02,Lebanon,Middle East,Israel: Palestine,Government of Israel - PIJ,Government of Israel,PIJ,southern suburbs of Beirut,33.871944,35.509722,0,1,0,1,1,"Palestinian Islamic Jihad armed wing says Lebanon commander killed in Israeli strikes;Palestinian Islamic Jihad terrorist organization announced the death of Adham Adnan Al-Othman ""Abu Hamza,"" commander of the Al-Quds Brigades in the Lebanese 🇱🇧 arena, eliminated in an IAF 🇮🇱 strike in southern Beirut early this morning."
625652,2026,2026-03-01,Iraq,Middle East,XXX645,"Government of Iraq - Government of Israel, Government of United States of America",Government of Iraq,"Government of Israel, Government of United States of America",central Diyala province,34.0,45.0,4,0,0,4,1,"Strike kills four Iraqi fighters in central Iraq: security and PMF sources;Strike kills four Iran-backed fighters, anger mounts in Iraq;Airstrike in E. Iraq kills 4 paramilitary members amid regional escalation"
620879,2026,2026-03-01,Iran,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America","Mehran, Ilam Province",33.29591,46.21068,43,0,0,43,1,"Israeli attack kills 22 border forces in western Iran

CR 

Source: Tasnim news agency, Tehran, in Persian 1032 GMT 1 Mar 26;Attack in western Iran kills 43 members of security forces: local media"
625736,2026,2026-03-01,Iraq,Middle East,XXX645,"Government of Iraq - Government of Israel, Government of United States of America",Government of Iraq,"Government of Israel, Government of United States of America","WESTERN QAIM DISTRICT ON THE SYRIAN
BORDER",34.239533,41.021072,2,0,0,2,1,"AIRSTRIKES HIT IRAQI HASHD SHAABI HEADQUARTERS NEAR THE WESTERN QAIM
DISTRICT ON THE SYRIAN BORDER, KILLING AT LEAST TWO FIGHTERS - SECURITY SOURCES;Strikes kill two Iran-backed fighters near Iraq-Syria border: security, pro-Iran group sources;Strikes kill six Iran-backed fighters, anger mounts in Iraq;Strikes kill eight Iran-backed fighters, anger mounts in Iraq;Fresh strikes hit Iraq base housing Iran-backed fighters"
621095,2026,2026-03-01,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Lebanon,33.8333,35.8333,0,0,0,50,1,"Israeli strikes on Lebanon kill 52, wound 154: new official toll"
621093,2026,2026-03-01,Lebanon,Middle East,Israel: Southern Lebanon,Government of Israel - Hezbollah,Government of Israel,Hezbollah,Beirut,33.871944,35.509722,0,1,0,1,1,Israel army says killed Hezbollah intelligence chief in Sunday strike;Spotlight on Terrorism – March 2026
622605,2026,2026-03-01,Kuwait,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America","Port Shuaiba, Kuwait",29.045842,48.15096,0,6,0,6,1,Pentagon identifies first US soldiers killed in Iran war;FACTBOX-How many people have been killed in the US-Israel war on Iran?
625188,2026,2026-03-01,Saudi Arabia,Middle East,"Iran - Israel, United States of America","Government of Iran - Government of Israel, Government of United States of America",Government of Iran,"Government of Israel, Government of United States of America",Prince Sultan Air Base,25.0,45.0,0,1,0,1,1,"US military announces death of 7th service member in Iran war;Vance, Hegseth attend return of seventh US troop killed in Iran war"
